LookupCode,AccountName,ActivityCode,Description,WhoOwnerCode,FollowupStartDate,Association,Aging Status
SKRANCH-01,SK Ranch HOA,RENR,Renewal of Crime/Fidelity Bond effective 12/22/2020,GRAGE1,12/11/2020,Policy - CRIM - 4120011131838Y,Overdue
SKRANCH-01,SK Ranch HOA,RENR,Renewal of Property effective 12/22/2020,GRAGE1,12/11/2020,Policy - CPKG - 2888268,Overdue
SKYEHUD-01,Skye Hudson,APOL,Added DOLI policy effective 3/12/2021,TAHNI1,3/15/2021,Policy - DOLI - PCAP028105-0121,Overdue
SKYLBEL-01,Skyline Bel Air Estates,REVI,Review coverage limits for REN,PEUNA1,11/22/2021,Policy - CPKG - 2847524,Overdue
SKYLCOM-03,Skyline Community Association,RNWL,Renewal of  effective,ROBJO1,1/1/2022,Account - Skyline Community Association,Overdue
SKYLHOA-01,Skylark HOA,APOL,Added CPKG policy effective 1/1/2021,MILZA1,12/24/2020,Policy - CPKG - ,Overdue
SKYRANC-01,Sky Ranch Estates,RPOL,Package/ Crime Policy Here?,PEUNA1,11/23/2021,Account - Sky Ranch Estates,Overdue
SKYRANC-04,Sky Ranch HOA Inc.,CLRC,Close/Reopen Claim,FISTI1,1/5/2022,Claim - Mar 23 2021 12:00AM - 10167,Overdue
SKYVALI-01,Skyview Aliso Viejo,RPOL,Umbrella Policy Here?,FITME1,12/24/2021,Account - Skyview Aliso Viejo,Overdue
SKYVEST-02,Skyview Estates Community Association,REVI,Review coverage limits for REN,THIMA1,1/1/2022,Policy - CPKG - CAU401139-3,Overdue
SKYVHOM-03,Skyview Homes Inc,CLRC,Close/Reopen Claim,FISTI1,9/14/2021,Claim - Jul  9 2021 12:00AM - 9326,Overdue
SKYVHOM-03,Skyview Homes Inc,CLRC,Close/Reopen Claim,FISTI1,11/17/2021,Claim - Jan 27 2019 12:00AM - 9774,Overdue
SKYVHOM-03,Skyview Homes Inc,CLRC,Close/Reopen Claim,FISTI1,11/17/2021,Claim - Jan  9 2019 12:00AM - 9917,Overdue
SKYVHOM-03,Skyview Homes Inc,CLRC,Close/Reopen Claim,FISTI1,1/12/2022,Claim - Jul  9 2021 12:00AM - 9326,Overdue
SKYVHOM-03,Skyview Homes Inc,CLRC,Close/Reopen Claim,FISTI1,1/19/2022,Claim - Oct  7 2021 12:00AM - 10123,Overdue
SKYVHOM-03,Skyview Homes Inc,RENR,Renewal of Business Owners Policy effective 2/1/2018,CADJE1,10/22/2021,Policy - CPKG - PHPK1765528,Overdue
SKYVHOM-03,Skyview Homes Inc,RENR,Renewal of Business Owners Policy effective 2/1/2019,CADJE1,10/22/2021,Policy - CPKG - PHPK1932036,Overdue
SKYVHOM-03,Skyview Homes Inc,REQF,Request for Financials - Skyview Homes Inc,GIALE1,12/20/2021,Account - Skyview Homes Inc,Overdue
SKYVIIH-01,Skyview II HOA,*DIS,Create Disclosure Statement - Skyview II HOA,MAVMA1,1/9/2022,Account - Skyview II HOA,Overdue
SMITCHR-01,Smith Christian Service Foundation,REVI,Review coverage limits for REN,ARRCA1,12/21/2021,LOB - DOLI - PHSD1509494,Overdue
SMOKIRV-02,Smoketree Irvine HOA,CS24,CSR24 Agency Cert: Amber Property Management,CADJE1,7/6/2021,Account - Smoketree Irvine HOA,Overdue
SMOKIRV-02,Smoketree Irvine HOA,CS24,CSR24 Agency Cert: Amber Property Management,CADJE1,7/13/2021,Account - Smoketree Irvine HOA,Overdue
SMOKSER-01,Smoketree Serrano HOA,@ADC,Address Applied to Other Items,LINBR1,11/5/2021,Account - Smoketree Serrano HOA,Overdue
SMOKSTA-01,Smoketree Stanton HOA,REQF,Request for Financials - Smoketree Stanton HOA,GIALE1,11/18/2021,Account - Smoketree Stanton HOA,Overdue
SNOWCRE-02,Snow Creek HOA,RNWL,Do we bind,OTIMA1,1/13/2022,Account - Snow Creek HOA,Overdue
SOLACON-02,Solaris Condominium Association,CLRC,Close/Reopen Claim,FISTI1,10/27/2021,Claim - Aug  1 2021 12:00AM - 9639,Overdue
SOLACON-02,Solaris Condominium Association,REQF,Request for Financials - Solaris Condo Association,GIALE1,11/3/2021,Account - Solaris Condominium Association,Overdue
SOLACON-02,Solaris Condominium Association,RNWL, Worker's Compensation effective 12/16/2021,SMIJO1,9/1/2021,Policy - WCOM - 2020011095785Y,Overdue
SOLATA--02,Sol At A-Town Association,APOL,Added CPKG policy effective 2/1/2021,MILZA1,2/5/2021,Policy - CPKG - SNI0005176-00,Overdue
SOLATA--02,Sol At A-Town Association,APOL,Added DOLI policy effective 2/1/2021,MILZA1,2/5/2021,Policy - DOLI - PCAP027622-0121,Overdue
SOLATA--02,Sol At A-Town Association,APOL,Added WCOM policy effective 2/1/2021,MILZA1,2/5/2021,Policy - WCOM - 2021011304674Y,Overdue
SOLATA--02,Sol At A-Town Association,APOL,Added CRIM policy effective 2/1/2021,MILZA1,2/5/2021,Policy - CRIM - 4121011304674Y,Overdue
SOLATA--02,Sol At A-Town Association,APOL,Added CUMB policy effective 2/1/2021,MILZA1,2/5/2021,Policy - CUMB - USL00656920U-62578-1,Overdue
SOLATA--02,Sol At A-Town Association,RNWL,review for renewal,GRAGE1,12/1/2021,Account - Sol At A-Town Association,Overdue
SOLAWAT-01,Solana Water Service Corporation,RPOL,Package Policy Here?,ARRCA1,12/28/2021,Account - Solana Water Service Corporation,Overdue
SOLEATS-01,Solera At Stallion Mountain Unit Owners Association,CPOL,Cancelled policy/line cancel/rewrite Eff: 9/1/2021,AVEMI1,7/29/2021,Policy - CPKG - CAU516625-1,Overdue
SOLEATS-01,Solera At Stallion Mountain Unit Owners Association,RENR,Renewal of Property effective 9/1/2021,AVEMI1,7/30/2021,Policy - CPKG - CAU516625-2,Overdue
SOLEATS-01,Solera At Stallion Mountain Unit Owners Association,RENR,Renewal of Worker's Compensation effective 9/1/2021,AVEMI1,7/30/2021,Policy - WCOM - 2021050912527Y,Overdue
SOLECHA-02,Solera Chandler HOA Inc.,REVI,Review coverage limits for REN,MAVMA1,12/1/2021,Policy - CPKG - PHPK2089903,Overdue
SOLECON-01,Solevita Condo Assoc Inc.,DREN,need policy / send all,SMIJO1,1/18/2022,Policy - CPKG - PHPK2369959,Overdue
SOLEHOM-01,Soledad Homeowners Association Inc.,REQF,Request for Financials - Soledad Homeowners Association Inc.,GIALE1,12/27/2021,Account - Soledad Homeowners Association Inc.,Overdue
SOLEOAK-01,Solera Oak Valley Greens Assn,CLRC,Close/Reopen Claim,FISTI1,11/17/2021,Claim - Apr 16 2021 12:00AM - 8824,Overdue
SOLERAN-02,Solera/Jess Ranch Shared Agmnt,REQF,Request for Financials - Solera/Jess Ranch Shared Agmnt,GIALE1,1/18/2022,Account - Solera/Jess Ranch Shared Agmnt,Overdue
SOLIHOM-01,Solimar Homeowners Association,*M&S,Marshall and Swift,CADJE1,9/16/2021,Account - Solimar Homeowners Association,Overdue
SOLPSHO-01,SOL PS HOA,RNWL,REview coverage for renewal,OTIMA1,8/29/2021,Account - SOL PS HOA,Overdue
SOMECOM-01,Somerton Community Association,RPOL,Crime Policy Here?,ARRCA1,7/12/2021,Account - Somerton Community Association,Overdue
SOMECOM-04,Somerset Community Association,RNWL,Renewal of  effective,HYCLE1,1/18/2022,Account - Somerset Community Association,Overdue
SOMECOT-03,Somerset Cottages I HOA,SSIG,Send to eSignature - RFP - due ASAP,TAHNI1,1/29/2021,Attachment,Overdue
SOMECOT-03,Somerset Cottages I HOA,SSIG,Send to eSignature - Crime Application.pdf,TAHNI1,1/29/2021,Attachment,Overdue
SOMEOWN-01,Somersett Owners Association,@ADC,Address Applied to Other Items,NICTR1,11/12/2021,Account - Somersett Owners Association,Overdue
SOMMBEN-01,Sommers Bend Master Maintenance Corporation,CORR,amend app,MILZA1,11/20/2020,Policy - CPKG - PHPK2203114,Overdue
SOMMBEN-02,Sommers Bend AA Planning Area Association,*DIS,Create Disclosure Statement - Sommers Bend AA Planning Area Association,MAVMA1,10/30/2021,Account - Sommers Bend AA Planning Area Association ,Overdue
SOMMBEN-02,Sommers Bend AA Planning Area Association,APOL,Added CRIM policy effective 10/30/2021,MAVMA1,10/31/2021,Policy - CRIM - 4121011284264Y,Overdue
SOMMBYT-01,Sommerset By The Lake Owners Association,RPOL,Package Policy here?,ARRCA1,12/24/2021,Account - Sommerset By The Lake Owners Association,Overdue
SONOARR-02,Sonoran Arroyos North Comm Assn,RPOL,CR/Excess CR policies here?,ARRCA1,7/1/2021,Account - Sonoran Arroyos North Comm Assn,Overdue
SONOFOO-01,Sonoran Foothills Parcel 10 HOA,*QTE,PMA Crime $200 000,BRULE1,11/16/2021,Account - Sonoran Foothills Parcel 10 HOA,Overdue
SONOFOO-01,Sonoran Foothills Parcel 10 HOA,*QTE,Philly D&O,BRULE1,11/16/2021,Account - Sonoran Foothills Parcel 10 HOA,Overdue
SONOGAT-01,Sonoran Gate Community Association Inc.,RPOL,Package/ Crime Policy Here?,PEUNA1,10/13/2021,Account - Sonoran Gate Community Association Inc.,Overdue
SONOHEI-01,Sonoran Heights Association,*QTE,Philly D&O,BRULE1,10/15/2021,Account - Sonoran Heights Association,Overdue
SONOHEI-01,Sonoran Heights Association,*QTE,PMA Crime $750 000,BRULE1,10/15/2021,Account - Sonoran Heights Association,Overdue
SONOHEI-01,Sonoran Heights Association,*QTE,PHilly D&O Quote $1 Mil never received thank you,BRULE1,10/18/2021,Account - Sonoran Heights Association,Overdue
SONOHEI-01,Sonoran Heights Association,AMMK,Remkting for Strong Tower Purchase,BRULE1,10/17/2021,Master Marketing Submission,Overdue
SONOHEI-01,Sonoran Heights Association,SCAS,Submitted to Carrier Submitted to Lio Insurance for quote on,GAMAU1,12/6/2021,Carrier Submission,Overdue
SONORID-02,Sonora Ridge HOA,CLRC,Close/Reopen Claim,FISTI1,12/10/2021,Claim - Aug 31 2021 12:00AM - 9879,Overdue
SONOSCO-01,Sonoran Scottsdale Estates HOA,*CER,Create/update certificate - SONOSCO-01,NICTR1,1/14/2022,Account - Sonoran Scottsdale Estates HOA,Overdue
SONOSCO-01,Sonoran Scottsdale Estates HOA,APOL,Added CPKG policy effective 2/1/2022,NICTR1,1/16/2022,Policy - CPKG - 2864641,Overdue
SONOSCO-01,Sonoran Scottsdale Estates HOA,APOL,Added DOLI policy effective 2/1/2022,NICTR1,1/16/2022,Policy - DOLI - 618842194,Overdue
SONOSCO-01,Sonoran Scottsdale Estates HOA,APOL,Added CRIM policy effective 2/1/2022,NICTR1,1/16/2022,Policy - CRIM - 4122011371533Y,Overdue
SONOSCO-01,Sonoran Scottsdale Estates HOA,APOL,Added CUMB policy effective 2/1/2022,NICTR1,1/16/2022,Policy - CUMB - USL01482121U-49553-3,Overdue
SONOVIL-02,Sonoma Village Association,DREN,need policy/send all to ins when it comes in,SMIJO1,9/23/2021,Policy - CPKG - SNI0005961-00,Overdue
SONOVIS-03,Sonoran Vista HOA,REVI,Review coverage limits for REN,PEUNA1,12/1/2021,Policy - CPKG - PHPK2068368,Overdue
SORRCOM-03,Sorrento Community Master Assn,REVI,Review coverage limits for REN,PEUNA1,12/1/2021,Policy - CPKG - CAU515770-1,Overdue
SORRHIL-02,Sorrento Hills HOA,REVI,Review coverage limits for REN,THIMA1,1/15/2022,Policy - CPKG - PHPK2086909,Overdue
SOUTCLA-01,South Clark Homes Inc.,REVI,Review coverage limits for REN,CADJE1,4/23/2021,Policy - CPKG - CAU512121-3,Overdue
SOUTIHO-01,Southglen I HOA,RENR,Renewal of Directors & Officers Liability effective 2/1/2022,GAMAU1,1/10/2022,Policy - DOLI - ADOAZF138323042-004,Overdue
SOUTIHO-01,Southglen I HOA,RENR,Renewal of Property effective 2/1/2022,GAMAU1,1/10/2022,Policy - CPKG - 2850868,Overdue
SOUTIHO-01,Southglen I HOA,RENR,Renewal of Crime/Fidelity Bond effective 2/1/2022,GAMAU1,1/10/2022,Policy - CRIM - 4122011141670Y,Overdue
SOUTMIR-01,South Mira Loma Industrial Ctr,REVI,Review coverage limits for REN,ANDAS1,10/1/2021,Policy - CPKG - PHPK2050196,Overdue
SOUTMOU-02,The South Mountain Ranch POA,REVI,Review coverage limits for REN,PEUNA1,1/13/2022,Policy - CPKG - PHPK2101168,Overdue
SOUTOWN-01,Southbridge Owners Association,RPOL,Package/WC Policy Here?,ARRCA1,12/29/2021,Account - Southbridge Owners Association,Overdue
SOUTOWN-02,Southpointe Owners Association,CALL,security co cert here?,ARRCA1,8/6/2021,Account - Southpointe Owners Association,Overdue
SOUTOWN-02,Southpointe Owners Association,RPOL,Pkg policy here?,ARRCA1,8/6/2021,Account - Southpointe Owners Association,Overdue
SOUTPAR-04,South Park Condominiums Maintenance Corporation,ADOP,Add Opportunity,TAHNI1,5/10/2021,Opportunities,Overdue
SOUTPOA-01,*southbank POA,REVI,Review coverage limits for REN,GRAGE1,1/15/2021,Policy - CPKG - 77A1006969-06,Overdue
SOUTPRO-02,Southshore Property Owners Asn,CLRC,Close/Reopen Claim,FISTI1,10/6/2021,Claim - Oct 30 2017 12:00AM - 3728,Overdue
SOUTPRO-02,Southshore Property Owners Asn,CLRC,Close/Reopen Claim,FISTI1,10/6/2021,Claim - Jun 22 2021 12:00AM - 9140,Overdue
SOUTPRO-02,Southshore Property Owners Asn,CLRC,Close/Reopen Claim,FISTI1,11/15/2021,Claim - Apr  9 2021 12:00AM - 8772,Overdue
SOUTPRO-02,Southshore Property Owners Asn,CLRC,Close/Reopen Claim,FISTI1,12/8/2021,Claim - Sep 14 2021 12:00AM - 9686,Overdue
SOUTRAN-02,Southwest Ranch HOA,REQF,Request for Financials - Southwest Ranch HOA,GIALE1,12/20/2021,Account - Southwest Ranch HOA,Overdue
SOUTRAN-02,Southwest Ranch HOA,REVI,Review coverage limits for REN,FITME1,12/1/2021,Policy - CPKG - PAC2545863-01,Overdue
SOUTVIL-02,Southshore Village HOA,CPOL,Need to cancel all policies,GAMAU1,10/26/2021,Policy - DOLI - 618814556,Overdue
SOUTVIL-06,Southern Village Estates Condominium,DREN,need pckg policy/send all to ins when it comes in,SMIJO1,9/29/2021,Policy - CPKG - SNI0005971-00,Overdue
SOUTVIS-01,Southern Vistas HOA,REQF,Request for Financials - Southern Vistas HOA,GIALE1,11/19/2021,Account - Southern Vistas HOA,Overdue
SOUTVIS-01,Southern Vistas HOA,RPOL,Package Policy Here?,PEUNA1,1/13/2022,Account - Southern Vistas HOA,Overdue
SOUVHOA-01,Souvenir HOA,REVI,Review coverage limits for REN,FITME1,12/1/2021,LOB - DOLI - DO6NABXVT9001,Overdue
SOVACON-01,Sovanna Condominiums HOA,DREN,need pckg/send all to ins,SMIJO1,1/19/2022,Policy - CPKG - N030PK0130-00,Overdue
SOVEPAR-01,Sovereign Park Estates,CLRC,Close/Reopen Claim,FISTI1,9/16/2021,Claim - Apr 26 2021 12:00AM - 9216,Overdue
SP78HOA-01,SP78 HOA,BIRQ,PM Requested Renewal by 1/15/22 - Need Arden Rnwl Quote,ROBJO1,1/18/2022,Account - SP78 HOA,Overdue
SP78HOA-01,SP78 HOA,REQF,Request for Financials - SP78 HOA,GIALE1,12/22/2021,Account - SP78 HOA,Overdue
SPANTRA-02,Spanish Trails Community Assn,REVI,Review coverage limits for REN,ANDAS1,10/1/2021,Policy - CPKG - PHPK2050404,Overdue
SPECRID-01,Spectrum Ridge Owners Associat,REVI,Review coverage limits for REN,ANDAS1,10/1/2021,Policy - CPKG - PHPK2067174,Overdue
SPENAIR-01,Spencer Airport Center Ph I/II,REVI,Review coverage limits for REN,ANDAS1,10/1/2021,Policy - CPKG - PHPK2066860,Overdue
SPENAIR-02,Spencer Airport Center Ph IV,REVI,Review coverage limits for REN,ANDAS1,10/1/2021,Policy - CPKG - PHPK2067289,Overdue
SPENCRO-01,Spencer's Crossing Master Association,ADOP,Add Opportunity,TAHNI1,7/24/2021,Opportunities,Overdue
SPRICOM-02,Springfield Community Association,CNPR,HAN WC NOC eff 2-17,DARJU1,1/13/2022,Policy - WCOM - WZY-H420630-01,Overdue
SPRICON-02,Springtree Condominium Association,RENR,Renewal of Property effective 3/2/2022,GAMAU1,1/8/2022,Policy - CPKG - SNI0005226-00,Overdue
SPRICON-02,Springtree Condominium Association,RNWL,Package renewal 3/2/22,GAMAU1,12/1/2021,Account - Springtree Condominium Association,Overdue
SPRIMOU-01,Spring Mountain Ranch MA,*BRN,Change Branch for Account,DISDA1,1/19/2022,Account - Spring Mountain Ranch MA,Overdue
SPRIMOU-01,Spring Mountain Ranch MA,RENR,Renewal of Property effective 2/1/2022,2LA001,1/19/2022,Policy - CPKG - 2890705,Overdue
SPRIMOU-01,Spring Mountain Ranch MA,RENR,Renewal of Crime/Fidelity Bond effective 2/1/2022,2LA001,1/19/2022,Policy - CRIM - WIB-CI-10000647-05,Overdue
SPRIMOU-01,Spring Mountain Ranch MA,RENR,Renewal of Directors & Officers Liability effective 2/20/2022,ABEDE1,1/19/2022,Policy - DOLI - TBD,Overdue
SPRIMOU-01,Spring Mountain Ranch MA,RENR,Renewal of Worker's Compensation effective 2/1/2022,2LA001,1/19/2022,Policy - WCOM - 2022010855981Y,Overdue
SPRIPAR-01,Spring Park HOA,*QTE,GIG Quote/App Issue,HERER1,12/30/2021,Account - Spring Park HOA,Overdue
SPRIPAR-01,Spring Park HOA,REQF,Request for Financials - Spring Park HOA,GIALE1,12/20/2021,Account - Spring Park HOA,Overdue
SPRIRAN-02,Springer Ranch II HOA,APOL,Added CPKG policy effective 9/28/2020,CANCR1,4/22/2021,Policy - CPKG - 2834587,Overdue
SPYGHIL-04,Spyglass Hill Community Assn.,REVI,Review coverage limits for REN,DESKA1,12/1/2021,Policy - CPKG - CAU507139-3,Overdue
SPYGVIL-01,Spyglass Villas HOA,*QTE,Create and Attach Quote - [CARRIER] / [LINE],LINBR1,12/16/2021,Account - Spyglass Villas HOA,Overdue
SPYGVIL-01,Spyglass Villas HOA,ADOP,Add Opportunity,LINBR1,12/19/2021,Opportunities,Overdue
STADCOL-01,Stadium Collection Association,REVI,Review coverage limits for REN,ANDAS1,10/1/2021,Policy - CPKG - PHPK2052980,Overdue
STARCON-01,Stardust Condominium Assn.,RENR,Renewal of Crime/Fidelity Bond effective 1/25/2020,CADJE1,2/25/2021,Policy - CRIM - 4120011040583Y,Overdue
STARCON-01,Stardust Condominium Assn.,REQF,Request for Financials - Stardust Condominium Assn.,GIALE1,12/12/2021,Account - Stardust Condominium Assn.,Overdue
STARHOA-01,Starlight HOA,REQF,Request for Financials - Starlight HOA,GIALE1,12/27/2021,Account - Starlight HOA,Overdue
STARHOA-01,Starlight HOA,REVI,Review coverage limits for REN,ANDAS1,12/12/2021,LOB - CUMB - PHUB711036,Overdue
STARHOA-01,Starlight HOA,REVI,Review coverage limits for REN,ANDAS1,10/13/2021,LOB - WCOM - 201901-06-76-39-5Y,Overdue
STARLIN-01,Starling Homeowners Association,APOL,Added CPKG policy effective 11/1/2021,JERDA1,11/4/2021,Policy - CPKG - CBP 2120289 00,Overdue
STARLIN-01,Starling Homeowners Association,APOL,Added DOLI policy effective 11/1/2021,JERDA1,11/4/2021,Policy - DOLI - PCAP030862-0121,Overdue
STARLIN-01,Starling Homeowners Association,APOL,Added CRIM policy effective 11/1/2021,JERDA1,11/4/2021,Policy - CRIM - PCAC014853-0121,Overdue
STARLIN-01,Starling Homeowners Association,APOL,Added CUMB policy effective 11/1/2021,JERDA1,11/4/2021,Policy - CUMB - USL01482121U-70208-1,Overdue
STARLIN-01,Starling Homeowners Association,APOL,Added WCOM policy effective 11/1/2021,JERDA1,11/4/2021,Policy - WCOM - ,Overdue
STARPAS-02,Starr Pass Heights Comm Assn,RPOL,Package Policy Here?,PEUNA1,11/17/2021,Account - Starr Pass Heights Comm Assn,Overdue
STARPAS-03,Starr Pass Vistas HOA,REVI,Review coverage limits for REN,PEUNA1,1/19/2022,Policy - CPKG - CAU514121-2,Overdue
STARTRA-01,Starlight Trails HOA,RENR,Renewal of Property effective 2/1/2022,GAMAU1,1/10/2022,Policy - CPKG - PHPK2363213,Overdue
STARTRA-01,Starlight Trails HOA,RENR,Renewal of Worker's Compensation effective 2/1/2022,GAMAU1,1/10/2022,Policy - WCOM - 202201-05-30-81-6Y,Overdue
STARTRA-01,Starlight Trails HOA,RENR,Renewal of Directors & Officers Liability effective 2/1/2022,GAMAU1,1/10/2022,Policy - DOLI - 618775208,Overdue
STARTRA-01,Starlight Trails HOA,RENR,Renewal of Crime/Fidelity Bond effective 2/1/2022,GAMAU1,1/10/2022,Policy - CRIM - 4122010530816Y,Overdue
STATSOU-02,Stationhouse South Comm. Corp.,REQF,Request for Financials - Stationhouse South Comm. Corp.,GIALE1,10/29/2021,Account - Stationhouse South Comm. Corp.,Overdue
STEECHA-02,Steeple Chase Property Owners Association Inc.,ADOP,Add Opportunity,TAHNI1,4/23/2021,Opportunities,Overdue
STETHIL-01,Stetson Hills HOA,REVI,Review coverage limits for REN,PEUNA1,12/1/2021,Policy - CPKG - CAU513910-2,Overdue
STETRAN-02,Stetson Ranch Community Association Inc.,*DIS,Create Disclosure Statement - Stetson Ranch Community Association Inc.,ARRCA1,11/13/2021,Account - Stetson Ranch Community Association Inc.,Overdue
STETRAN-03,Stetson Ranch HOA,CALU,can we move dates/contacted all carriers,SMIJO1,1/10/2022,Policy - CPKG - PHPK2243430,Overdue
STETRAN-03,Stetson Ranch HOA,RENR,Renewal of Worker's Compensation effective 1/1/2022,SMIJO1,1/8/2022,Policy - WCOM - 2022017643992Y,Overdue
STETRAN-03,Stetson Ranch HOA,RNWL,review for renewal,SMIJO1,12/1/2021,Account - Stetson Ranch HOA,Overdue
STEVMAN-01,Stevens Manor HOA,APOL,Added DOLI policy effective 3/23/2021,MILZA1,3/26/2021,Policy - DOLI - PCAP028249-0121,Overdue
STEVMAN-01,Stevens Manor HOA,APOL,Added CPKG policy effective 3/23/2021,MILZA1,3/26/2021,Policy - CPKG - CBP 2120074 00,Overdue
STEVMAN-01,Stevens Manor HOA,APOL,Added CRIM policy effective 3/23/2021,MILZA1,3/26/2021,Policy - CRIM - 4121010596528Y,Overdue
STEVMAN-01,Stevens Manor HOA,APOL,Added WCOM policy effective 3/23/2021,MILZA1,3/26/2021,Policy - WCOM - 2021010596528Y,Overdue
STFRANC-01,St. Francis Terrace Community,RENR,Renewal of Worker's Compensation effective 4/11/2021,CADJE1,5/22/2021,Policy - WCOM - 2021011076256Y,Overdue
STJAMES-02,St. James Court Condominium Association,REQF,Request for Financials - St. James Court Condominium Association,GIALE1,1/18/2022,Account - St. James Court Condominium Association,Overdue
STJAMES-02,St. James Court Condominium Association,REVI,Review coverage limits for REN,DESKA1,1/1/2022,Policy - CPKG - CAU507237-3,Overdue
STONANA-01,Stonegate Anaheim Community Association,*BRN,Change Branch for Account,ARRCA1,1/19/2022,Account - Stonegate Anaheim Community Association,Overdue
STONASS-03,Stonehaven Association Inc.,REVI,Review coverage limits for REN,CADJE1,5/3/2021,LOB - EQKC - INCLUDED,Overdue
STONASS-03,Stonehaven Association Inc.,REVI,Review coverage limits for REN,CADJE1,7/26/2021,Policy - CPKG - CBP1820379-02,Overdue
STONCAN-01,Stone Canyon HOA,REVI,Review coverage limits for REN,FITME1,12/1/2021,Policy - CPKG - CAU515768-1,Overdue
STONCAN-08,Stone Canyon,*DIS,Create Disclosure Statement - Stone Canyon,MAVMA1,10/28/2021,Account - Stone Canyon,Overdue
STONCHA-01,Stoneridge Chateaus HOA,APOL,Added CUMB policy effective 12/6/2021,HYCLE1,12/6/2021,Policy - CUMB - USL01482121U-74135-1,Overdue
STONCHA-01,Stoneridge Chateaus HOA,APOL,Added DOLI policy effective 12/6/2021,HYCLE1,12/6/2021,Policy - DOLI - PCAP031362-0121,Overdue
STONCHA-01,Stoneridge Chateaus HOA,REQF,Request for Financials - Stoneridge Chateaus HOA,GIALE1,10/27/2021,Account - Stoneridge Chateaus HOA,Overdue
STONCOM-02,StoneKastle Comm. Mgmt Inc.,@ADC,Address Applied to Other Items,NICTR1,11/29/2021,Account - StoneKastle Comm. Mgmt Inc.,Overdue
STONCOM-05,Stonehaven Community Assn.,RPOL,Package Policy Here?,PEUNA1,10/13/2021,Account - Stonehaven Community Assn.,Overdue
STONCUR-01,Stone Curves Condo Owners Assn,APOL,Added CPKG policy effective 9/1/2020,CANCR1,4/18/2021,Policy - CPKG - CAU501231-3,Overdue
